draw,rho,decay_mi,beta_ms,beta_low_income,beta_swd,beta_absent,p_max,gifted_propensity,hs_indep_factor,hs_car_factor,scale
147,0.8500000000000001,6.422282432098413,0.07791270445718322,0.28229192766562483,6.475752806881698,0.07801166222224129,0.95,0.9178201925299939,0.8284572474573189,0.4961833620528428,0.7912369524008512
148,0.8500000000000001,5.711810400318671,0.17336325451186552,0.29412567685787144,4.7586276510023175,0.06071972024132742,0.95,0.9140947008555512,0.6843853869012229,0.29183742167606824,0.8045883826016744
149,0.8500000000000001,3.5331652880738655,0.15607077236553865,0.46755027322503395,5.409857736651793,0.10369931577777688,0.95,0.9162591346977511,0.5338268778112438,0.5119251254766026,0.9264606763933455
150,0.8500000000000001,5.671242448564467,0.16159196132847553,0.22248918176440535,5.989105271098032,0.11063042566468265,0.95,0.9189167662967583,0.7516226351073327,0.18487375678524529,0.81142718568358
151,0.8500000000000001,4.80972884368999,0.11203640745154352,0.41192853711689,6.156997792649841,-0.05617777469638759,0.95,0.9182471899149047,0.7152373874978135,0.17098740830078915,0.8411709707294449
152,0.8500000000000001,2.7896610732382974,0.16675454503059006,0.35331873288468424,6.347862758705891,0.06034863810881793,0.95,0.9177549794592816,0.7464345539128319,0.4684847527744881,1.0089710969768764
153,0.8500000000000001,5.763758909832476,0.16852951968676277,0.40296007833126296,7.25741092815922,0.029424076525164735,0.95,0.9198931545968868,0.6743156379773262,0.35767503093598274,0.8076828152017469
154,0.8500000000000001,3.9914970016285136,0.09951950423003722,0.23601840075747785,5.925468342621794,0.07876544262534797,0.95,0.9163367613395439,0.7557470491705264,0.197077877591302,0.8933620509258238
155,0.8500000000000001,3.665925028005047,0.11302412014778397,0.27524461394628774,6.344527602785863,0.04604580787875084,0.95,0.9169668675474473,0.7320644347843531,0.09728212875590196,0.9082064497575151
156,0.8500000000000001,3.412738844583378,0.016766431243328432,0.3235542872701679,6.502280281034627,-0.012274470731720648,0.95,0.9175765230900367,0.798732923758399,0.4493939932245012,0.9307394963202509
157,0.8500000000000001,6.002529845199083,0.024696133984071018,0.2912590995374281,4.361021999234964,0.023583511801357697,0.95,0.9163350511510515,0.7489911472470049,0.8413619233741834,0.7990031802982518
158,0.8500000000000001,4.935524536187367,0.22522012851512335,0.3110409139235933,6.420675757954313,0.0014229115904294176,0.95,0.9199182434341001,0.5880785629511244,0.2822422170698125,0.8405088793811162
159,0.8500000000000001,3.9407640409183133,0.1276004552274178,0.3571300480017589,7.046476140169088,0.14500657637252165,0.95,0.9176746124698735,0.8917809024529393,0.36093803475683667,0.8939801225344444
160,0.8500000000000001,3.5623992128116235,0.10691249023384546,0.3543580837754348,5.999860621838307,0.025936318373523358,0.95,0.9198885280799535,0.7251110596952796,0.38776899021713335,0.914197503869408
161,0.8500000000000001,3.7812659368224417,0.13446174036163824,0.2710812435170397,4.974719409600296,0.060513511794130524,0.95,0.9199154707676555,0.7223313980260654,0.3184055006615674,0.9054302103257593
162,0.8500000000000001,3.6963376436171913,0.057423334144306934,0.3168497591326994,6.1939255755995255,0.09612749163125957,0.95,0.916730797901377,0.8504662391018141,0.5029667258064292,0.9087407250837009
163,0.8500000000000001,5.96406648850489,0.0831627184661784,0.2522634081722501,6.18896111968017,0.08759781406184841,0.95,0.9196547941287788,0.7579370485175986,0.646832267155367,0.8014198139003028
164,0.8500000000000001,5.0924821683558505,0.08539368747116713,0.23802321605417104,7.51020695847428,0.03117932584839556,0.95,0.9180880681750575,0.41756582598746067,0.3416464617239448,0.8325759943380009
165,0.8500000000000001,4.4478074270690575,0.0907960740318786,0.28140702022804603,3.7857857072611556,0.0879182529962148,0.95,0.9199190293145771,0.5547046942409714,0.6805617118376942,0.8644282565326278
166,0.8500000000000001,4.732277811078095,0.1633477660419215,0.2723837312681051,7.376486598412099,0.023908592636806295,0.95,0.9162767472431349,0.9100022450593898,0.2904247121112643,0.8484396612484961
167,0.8500000000000001,6.570289703577893,0.14573891098774552,0.39587703642463323,6.682575979198012,0.10583552662933247,0.95,0.9200195903593806,0.707082496372823,0.7090213633457243,0.7884851778597611
168,0.8500000000000001,7.204817913264691,0.15534536599214804,0.2174574097326819,5.057760342232123,0.08555437279715611,0.95,0.9178692976290664,0.7150630152352255,0.17100818572258064,0.7715036286830094
169,0.8500000000000001,3.6918262441018874,0.11077789819651822,0.2002044883347035,4.778887862385554,0.06907325631146763,0.95,0.9179442393473345,0.7859096729429567,0.5339136621375135,0.9129253219606394
170,0.8500000000000001,4.41412756204249,0.09925614413910205,0.2422502231502379,6.672495376069822,0.035865770618437105,0.95,0.9163563329731267,0.7193619776674685,0.4597391508849984,0.8625787003417822
171,0.8500000000000001,4.061132575388777,0.14612585252488172,0.39310226749849364,4.62926603642528,0.06285525909385771,0.95,0.9155126721656758,0.7212984376490811,0.6064393397144942,0.8835063227496688
172,0.8500000000000001,4.834310779091576,-0.008824059228423517,0.3301147829993823,4.641563114807348,0.1692221811814625,0.95,0.9163129764758663,0.7439025196239365,0.8862235987234256,0.8397544289306405
173,0.8500000000000001,4.950731076273772,0.09880750730289184,0.34126399213474323,6.425754479314844,0.12183580112381169,0.95,0.9158254381120905,0.8805618972004721,0.37610845084523764,0.8336677689863683
174,0.8500000000000001,3.3854751090503488,0.06687172367243577,0.3299627789434703,8.564578848841014,0.09629748766460657,0.95,0.9159879017880305,0.8451891640099668,0.344792707743432,0.9396839342786362
175,0.8500000000000001,4.669463394860517,0.06231585632349587,0.3245879608341572,4.812201780001997,-0.020105956067989865,0.95,0.9179447316589833,0.6307614054959931,0.1730934861118872,0.847014251798753
176,0.8500000000000001,4.121150382218765,0.10903746343415073,0.30724665335564344,2.7761849909148077,0.060552800379125145,0.95,0.9197709909877687,0.5737777049478711,0.2962561117913385,0.8838532585417942
177,0.8500000000000001,3.7254645846445094,0.15962933963029513,0.27894794657767324,4.551501969427055,0.03972587051753776,0.95,0.9182800074248902,0.6371650493842186,0.7227993792634481,0.9068125411628559
178,0.8500000000000001,5.881732717404372,0.06417963842947101,0.273340787291511,4.604049883482633,0.04730005197055779,0.95,0.919838201666805,0.6557271514706681,0.29749953329881823,0.8032918266801597
179,0.8500000000000001,5.525697779360434,0.11821564553129203,0.43150708033423296,6.328107422577841,0.06474183307705049,0.95,0.9158839669043806,0.8006013658646389,0.7061212133262529,0.8120089572566713
180,0.8500000000000001,5.1992622057067,0.13150339814221404,0.325957809876905,6.711878829999729,-0.0339153957527641,0.95,0.9201765163713832,0.815820296044608,0.5738476493427142,0.8281705363795493
181,0.8500000000000001,4.799472733357459,0.054483666822223505,0.33503229334446316,5.7222741962425365,0.019284314253646427,0.95,0.9166316975745133,0.7615577316909706,0.6091296223431585,0.8429459542796117
182,0.8500000000000001,5.655928704079298,0.11194916353363402,0.2930547567588824,5.894550253310766,0.04319656120573914,0.95,0.915535444256292,0.5520120631340797,0.3338357427467242,0.8085683174787288
183,0.8500000000000001,5.519122121785326,0.0816549086606318,0.3991178732126591,5.707133176294422,0.09600566721570254,0.95,0.9176872795767189,0.6858422277272468,0.5022982999868593,0.8147425463081844
184,0.8500000000000001,5.2151453151656915,0.10812166719283486,0.4156696612461909,7.231381677553615,0.07335218041191828,0.95,0.9191042426490464,0.7038637819852956,0.20605798748849427,0.827256163613645
185,0.8500000000000001,3.498413098099433,0.1850798719261605,0.2925316561795454,5.752086825073666,0.09018911628155468,0.95,0.9128465353494959,0.4483680158498889,0.7268740812700689,0.9243574098902194
186,0.8500000000000001,4.66125154852635,0.1470635371208742,0.2852724534171942,5.54986021904496,0.05234080041163366,0.95,0.918136171406303,0.5939986876192687,0.5451508414964179,0.8525178252790314
187,0.8500000000000001,3.960386767303691,0.08939935663313585,0.26231816633062055,4.383671973270652,0.1091036250853798,0.95,0.9161458588431806,0.5767111018405424,0.6790907866526338,0.8878915961443792
188,0.8500000000000001,4.774199908333231,0.04042420281678439,0.3637069893710957,5.013044091005509,0.03214094777430677,0.95,0.9202321638314312,0.6569365894334372,0.6707064501611676,0.8486038557886068
189,0.8500000000000001,3.3746943065723505,0.1113883104257843,0.29461065638666517,5.9943555764892835,0.09155384038999996,0.95,0.9188529644569094,0.6369301074902022,0.42553674069113984,0.9348353988224204
190,0.8500000000000001,3.6626545914936774,0.11932595303051179,0.2646989263552782,6.816249271312723,0.08071598705252435,0.95,0.9189794678453855,0.7426176574684483,0.6285136134695648,0.9168573055363035
191,0.8500000000000001,5.601069308492285,0.17248177984313437,0.26427910501770757,6.928440722607506,0.03185973539192269,0.95,0.9178648485933417,0.6531152633216308,0.5622390218538423,0.8133340906684988
192,0.8500000000000001,5.682009500944477,0.08934047967821167,0.3005429901473592,2.854506534975241,0.15833395076828286,0.95,0.9192434550044071,0.832284317898533,0.7985373361002638,0.8124136030027314
193,0.8500000000000001,5.007403377929614,0.06853852118998718,0.2706578668919184,4.854727552784624,0.03798784532104842,0.95,0.9167201827481258,0.6537051246827541,0.490086429535676,0.8388854580265636
194,0.8500000000000001,4.3740407543196245,0.11375551133609178,0.3427371889090087,7.244905575412715,0.018639805523136484,0.95,0.9170120263148138,0.7406707491896646,0.28333722573144643,0.8623056235790075
195,0.8500000000000001,4.177674519010668,0.15157095903737994,0.37528234969441726,6.107332923084989,0.046815603608007725,0.95,0.9200159625289657,0.7360686570049116,0.712800473917203,0.873930707514412
196,0.8500000000000001,4.7570484224789755,0.17896290481671023,0.33113407154314745,7.113563410587665,0.1032986472441672,0.95,0.9168245295285683,0.5770145555305148,0.9726810956015468,0.8451683086739677
197,0.8500000000000001,7.236081722494578,0.1822298999549783,0.3159156909936189,5.546522446972333,-0.05228237082892105,0.95,0.917225505574803,0.6965343841449128,0.33893104295517534,0.7701796541385001
198,0.8500000000000001,5.530114656625906,0.12890092214475504,0.3764294019809793,5.644743664087079,0.04741739094640702,0.95,0.9170655350946247,0.5931712859210659,0.7715460822111632,0.8143399765016999
199,0.8500000000000001,7.48582000731637,0.010928425548584746,0.3432106966637628,6.412134636308014,0.1465041931863562,0.95,0.9153787447572763,0.6560615786265867,0.8209637349697125,0.7654421512488204
